0,0,3%,6x6,-0.075,0.304,-0.322,0.294
0,0,3%,8x8,-0.067,0.226,-0.264,0.265
0,0,3%,10x10,-0.047,0.26,-0.151,0.421
0,0,3%,12x12,-0.037,0.278,-0.126,0.421
0,0,3%,15x15,-0.025,0.346,-0.066,0.592
0,0,5%,6x6,0.017,0.304,0.072,0.789
0,0,5%,8x8,-0.097,0.114,-0.364,0.13
0,0,5%,10x10,-0.029,0.361,-0.094,0.614
0,0,5%,12x12,-0.03,0.31,-0.091,0.564
0,0,5%,15x15,-0.034,0.232,-0.105,0.41
0,0,10%,6x6,-0.075,0.302,-0.256,0.399
0,0,10%,8x8,0.049,0.166,0.132,0.52
0,0,10%,10x10,-0.021,0.421,-0.038,0.836
0,0,10%,12x12,-0.005,0.485,-0.02,0.896
0,0,10%,15x15,-0.058,0.068,-0.217,0.101
0,0,20%,6x6,-0.024,0.481,-0.023,0.934
0,0,20%,8x8,0.041,0.197,0.138,0.501
0,0,20%,10x10,0.032,0.214,0.126,0.457
0,0,20%,12x12,-0.006,0.488,-0.02,0.895
0,0,20%,15x15,-0.1,0.003,-0.398,0.003
0,0,50%,6x6,-0.034,0.477,-0.077,0.79
0,0,50%,8x8,0.049,0.168,0.133,0.521
0,0,50%,10x10,-0.046,0.25,-0.171,0.369
0,0,50%,12x12,-0.077,0.057,-0.287,0.083
0,0,50%,15x15,-0.065,0.041,-0.263,0.049
0,0,100%,6x6,0.081,0.11,0.192,0.449
0,0,100%,8x8,0.041,0.199,0.103,0.622
0,0,100%,10x10,-0.014,0.469,-0.033,0.855
0,0,100%,12x12,-0.051,0.16,-0.175,0.279
0,0,100%,15x15,-0.018,0.353,-0.071,0.575
0,0.2,3%,6x6,-0.202,0.026,-0.885,0.003
0,0.2,3%,8x8,-0.056,0.274,-0.247,0.294
0,0.2,3%,10x10,-0.016,0.46,-0.044,0.807
0,0.2,3%,12x12,-0.075,0.096,-0.246,0.124
0,0.2,3%,15x15,-0.02,0.39,-0.049,0.692
0,0.2,5%,6x6,-0.054,0.388,-0.189,0.527
0,0.2,5%,8x8,0.018,0.306,0.052,0.808
0,0.2,5%,10x10,-0.037,0.312,-0.163,0.388
0,0.2,5%,12x12,-0.003,0.466,-0.013,0.933
0,0.2,5%,15x15,0.022,0.244,0.049,0.688
0,0.2,10%,6x6,-0.037,0.461,-0.123,0.677
0,0.2,10%,8x8,0.035,0.226,0.108,0.608
0,0.2,10%,10x10,-0.009,0.49,-0.031,0.867
0,0.2,10%,12x12,-0.018,0.4,-0.058,0.712
0,0.2,10%,15x15,-0.007,0.471,-0.023,0.856
0,0.2,20%,6x6,0.068,0.14,0.155,0.552
0,0.2,20%,8x8,-0.019,0.482,-0.025,0.911
0,0.2,20%,10x10,-0.034,0.328,-0.121,0.519
0,0.2,20%,12x12,0.005,0.397,0.056,0.706
0,0.2,20%,15x15,0.028,0.177,0.094,0.429
0,0.2,50%,6x6,-0.028,0.499,-0.073,0.801
0,0.2,50%,8x8,-0.034,0.396,-0.128,0.576
0,0.2,50%,10x10,-0.019,0.434,-0.041,0.824
0,0.2,50%,12x12,-0.053,0.149,-0.188,0.247
0,0.2,50%,15x15,-0.005,0.494,-0.027,0.827
0,0.2,100%,6x6,0.093,0.087,0.215,0.395
0,0.2,100%,8x8,0.07,0.101,0.157,0.44
0,0.2,100%,10x10,-0.0,0.428,0.023,0.897
0,0.2,100%,12x12,-0.036,0.258,-0.12,0.45
0,0.2,100%,15x15,0.0,0.444,0.004,0.975
0,0.4,3%,6x6,-0.179,0.046,-0.531,0.075
0,0.4,3%,8x8,-0.065,0.235,-0.278,0.241
0,0.4,3%,10x10,-0.035,0.333,-0.104,0.576
0,0.4,3%,12x12,-0.054,0.174,-0.18,0.261
0,0.4,3%,15x15,-0.03,0.307,-0.08,0.52
0,0.4,5%,6x6,-0.032,0.486,-0.063,0.825
0,0.4,5%,8x8,-0.105,0.091,-0.384,0.11
0,0.4,5%,10x10,-0.032,0.343,-0.119,0.526
0,0.4,5%,12x12,0.033,0.2,0.098,0.497
0,0.4,5%,15x15,-0.052,0.124,-0.175,0.175
0,0.4,10%,6x6,0.018,0.3,-0.086,0.762
0,0.4,10%,8x8,0.071,0.098,0.202,0.309
0,0.4,10%,10x10,-0.015,0.461,-0.017,0.925
0,0.4,10%,12x12,-0.022,0.369,-0.089,0.573
0,0.4,10%,15x15,0.043,0.091,0.13,0.267
0,0.4,20%,6x6,-0.004,0.393,-0.04,0.889
0,0.4,20%,8x8,0.013,0.335,0.012,0.957
0,0.4,20%,10x10,-0.009,0.494,-0.033,0.858
0,0.4,20%,12x12,-0.013,0.447,-0.057,0.715
0,0.4,20%,15x15,-0.0,0.451,0.005,0.971
0,0.4,50%,6x6,0.029,0.261,0.125,0.637
0,0.4,50%,8x8,0.078,0.082,0.228,0.223
0,0.4,50%,10x10,0.049,0.136,0.136,0.422
0,0.4,50%,12x12,-0.014,0.436,-0.047,0.763
0,0.4,50%,15x15,-0.003,0.479,-0.009,0.944
0,0.4,100%,6x6,0.109,0.062,0.156,0.542
0,0.4,100%,8x8,0.104,0.037,0.242,0.211
0,0.4,100%,10x10,0.017,0.304,0.051,0.775
0,0.4,100%,12x12,-0.015,0.432,-0.043,0.781
0,0.4,100%,15x15,0.026,0.19,0.089,0.46
0,0.8,3%,6x6,-0.021,0.466,-0.097,0.74
0,0.8,3%,8x8,-0.042,0.348,-0.144,0.532
0,0.8,3%,10x10,-0.046,0.259,-0.164,0.39
0,0.8,3%,12x12,0.003,0.41,0.009,0.95
0,0.8,3%,15x15,-0.045,0.225,-0.104,0.395
0,0.8,5%,6x6,0.002,0.368,0.001,0.998
0,0.8,5%,8x8,0.015,0.325,0.054,0.799
0,0.8,5%,10x10,-0.026,0.383,-0.048,0.794
0,0.8,5%,12x12,0.005,0.398,0.013,0.93
0,0.8,5%,15x15,0.052,0.072,0.161,0.164
0,0.8,10%,6x6,0.19,0.007,0.424,0.045
0,0.8,10%,8x8,0.135,0.012,0.298,0.109
0,0.8,10%,10x10,0.149,0.001,0.317,0.035
0,0.8,10%,12x12,0.094,0.012,0.262,0.049
0,0.8,10%,15x15,0.08,0.009,0.238,0.031
0,0.8,20%,6x6,0.094,0.086,0.204,0.417
0,0.8,20%,8x8,0.165,0.004,0.397,0.02
0,0.8,20%,10x10,0.06,0.096,0.147,0.382
0,0.8,20%,12x12,0.054,0.084,0.159,0.262
0,0.8,20%,15x15,0.092,0.003,0.262,0.016
0,0.8,50%,6x6,0.126,0.042,0.298,0.21
0,0.8,50%,8x8,0.191,0.001,0.409,0.015
0,0.8,50%,10x10,0.059,0.098,0.156,0.351
0,0.8,50%,12x12,0.065,0.052,0.173,0.219
0,0.8,50%,15x15,0.132,0.0,0.369,0.0
0,0.8,100%,6x6,0.176,0.011,0.368,0.101
0,0.8,100%,8x8,0.218,0.0,0.429,0.009
0,0.8,100%,10x10,0.108,0.013,0.251,0.112
0,0.8,100%,12x12,0.099,0.008,0.252,0.06
0,0.8,100%,15x15,0.164,0.0,0.425,0.0
0,0.999,3%,6x6,0.786,0.0,0.973,0.0
0,0.999,3%,8x8,0.872,0.0,0.986,0.0
0,0.999,3%,10x10,0.914,0.0,0.985,0.0
0,0.999,3%,12x12,0.936,0.0,0.979,0.0
0,0.999,3%,15x15,0.96,0.0,0.98,0.0
0,0.999,5%,6x6,0.8,0.0,0.976,0.0
0,0.999,5%,8x8,0.88,0.0,0.987,0.0
0,0.999,5%,10x10,0.925,0.0,0.99,0.0
0,0.999,5%,12x12,0.942,0.0,0.99,0.0
0,0.999,5%,15x15,0.958,0.0,0.989,0.0
0,0.999,10%,6x6,0.797,0.0,0.98,0.0
0,0.999,10%,8x8,0.886,0.0,0.99,0.0
0,0.999,10%,10x10,0.92,0.0,0.991,0.0
0,0.999,10%,12x12,0.94,0.0,0.993,0.0
0,0.999,10%,15x15,0.955,0.0,0.994,0.0
0,0.999,20%,6x6,0.802,0.0,0.978,0.0
0,0.999,20%,8x8,0.886,0.0,0.99,0.0
0,0.999,20%,10x10,0.922,0.0,0.992,0.0
0,0.999,20%,12x12,0.944,0.0,0.995,0.0
0,0.999,20%,15x15,0.959,0.0,0.996,0.0
0,0.999,50%,6x6,0.8,0.0,0.979,0.0
0,0.999,50%,8x8,0.889,0.0,0.991,0.0
0,0.999,50%,10x10,0.924,0.0,0.993,0.0
0,0.999,50%,12x12,0.945,0.0,0.995,0.0
0,0.999,50%,15x15,0.962,0.0,0.996,0.0
0,0.999,100%,6x6,0.8,0.0,0.979,0.0
0,0.999,100%,8x8,0.888,0.0,0.99,0.0
0,0.999,100%,10x10,0.924,0.0,0.993,0.0
0,0.999,100%,12x12,0.946,0.0,0.995,0.0
0,0.999,100%,15x15,0.961,0.0,0.996,0.0
